,N,graph,p_Bd,r,abs_time_uniform,fix_prob_uniform,abs_time_temp,fix_prob_temp
582,4,435e0a,1.0,1.45,6.853711310001109,0.4031867087970316,6.518289961948979,0.3816672753474337
583,4,435e0a,0.0,1.5999999999999999,5.666722175388427,0.3617131537347831,5.666722175388427,0.3617131537347831
584,4,435e0a,0.1,1.5999999999999999,5.754965086731744,0.37040578523622814,5.758268728857836,0.37190705234523114
585,4,435e0a,0.2,1.5999999999999999,5.849465177368145,0.3789822661982522,5.849295404324898,0.38121534098095927
586,4,435e0a,0.30000000000000004,1.5999999999999999,5.95084815477063,0.38745354703211055,5.940234613374521,0.38962609309671364
587,4,435e0a,0.4,1.5999999999999999,6.059828194604117,0.3958317811926062,6.03151669693949,0.397129668139884
588,4,435e0a,0.5,1.5999999999999999,6.1772245784100885,0.40413056049401336,6.123576819684983,0.40371847943709593
589,4,435e0a,0.6000000000000001,1.5999999999999999,6.303982164112602,0.4123652071302394,6.216862481933498,0.4093868143833196
590,4,435e0a,0.7000000000000001,1.5999999999999999,6.441196773170244,0.42055313796319055,6.311841969500744,0.4141307051868007
591,4,435e0a,0.8,1.5999999999999999,6.590146940959022,0.42871432194429493,6.409014144761072,0.41794785065748646
592,4,435e0a,0.9,1.5999999999999999,6.752333982730365,0.436871858907364,6.508920102381856,0.4208375921189104
593,4,435e0a,1.0,1.5999999999999999,6.929533041655194,0.4450527183678561,6.61215738656502,0.4228009497427158
594,4,435e0a,0.0,1.75,5.682151005261163,0.38270706629988094,5.682151005261163,0.38270706629988094
595,4,435e0a,0.1,1.75,5.773923872988145,0.39311857011909546,5.777068708968585,0.3946324300563304
596,4,435e0a,0.2,1.75,5.872036431537139,0.4033937115651955,5.871805631758205,0.405639851201011
597,4,435e0a,0.30000000000000004,1.75,5.977114610969283,0.4135450033442818,5.966845292674284,0.41571835517633793
598,4,435e0a,0.4,1.75,6.089868420949644,0.4235862669673789,6.062667227613815,0.42485972869341765
